,receiver,transmitter,timestamp
0,8c733097-9454-4cbc-ace0-7f217b7672f2,55e93951-135c-4ca6-8089-f324d6aaae2d,2025-08-20 16:26:54.261970+00:00
1,7a44ddbc-ea3a-4a97-8fbc-ac2c45d6c874,6236392d-ab15-49c5-a554-b33aea2258b7,2025-08-20 16:26:54.984022+00:00
2,82045762-e0d5-431c-9679-d2c6289582a9,4ae8a79e-f66d-4881-89c6-e0ae9b81cde1,2025-08-20 16:27:01.261216+00:00
3,4406dbda-ab77-46da-bc70-bb2830ba398a,cf890e40-45e5-466a-8808-77a7a58cdb46,2025-08-20 16:27:12.280580+00:00
4,c3cc7e19-b762-400d-a8f3-4c129b8e4963,82045762-e0d5-431c-9679-d2c6289582a9,2025-08-20 16:27:13.986049+00:00
5,c3cc7e19-b762-400d-a8f3-4c129b8e4963,0db8f1f7-837d-4a93-a647-0ccd6952ed6e,2025-08-20 16:27:14.034726+00:00
6,18994e5c-7094-4f7b-8712-c11008542038,309a70aa-93a1-4641-a8b8-34d0c4929a05,2025-08-20 16:27:21.952085+00:00
7,7a147ec5-4445-4a62-be28-2b2509047dcf,a912f701-aa4d-42dd-8e7d-3f2364056d04,2025-08-20 16:27:32.297112+00:00
8,58065cb7-0a19-40c6-821c-b97526394913,7ec69c02-95df-4071-a056-0c7590c4a23e,2025-08-20 16:27:35.364770+00:00
9,ee52d966-64ce-4cdd-9672-469ff21fd474,82045762-e0d5-431c-9679-d2c6289582a9,2025-08-20 16:27:37.982980+00:00
10,77d4cecd-e463-472e-8c08-5e0180573d53,0db8f1f7-837d-4a93-a647-0ccd6952ed6e,2025-08-20 16:27:59.309329+00:00
11,a912f701-aa4d-42dd-8e7d-3f2364056d04,d5296f5f-76f8-4c5c-9426-6aad65231edd,2025-08-20 16:28:26.095172+00:00
12,a912f701-aa4d-42dd-8e7d-3f2364056d04,7a147ec5-4445-4a62-be28-2b2509047dcf,2025-08-20 16:28:26.138288+00:00
13,02c8739c-1e84-4a3c-a154-3e6d8a040b79,48d47bde-8328-4eab-b37e-74af0dd9ce1b,2025-08-20 16:28:29.096139+00:00
14,980bef06-f0ed-4833-a9cc-0d300ec5fe42,2085d2ba-7096-401e-8604-39ae6029127a,2025-08-20 16:28:35.062188+00:00
15,dd84b194-0aa1-4655-b403-362812f00c3f,2a18e1fd-66b9-41bb-8e78-4cc062ce0743,2025-08-20 16:28:45.027043+00:00
16,34c28c35-2148-4642-a8c9-2c6df816e209,50b8d5f9-4018-43ff-a5d1-d3256859013c,2025-08-20 16:28:46.405071+00:00
17,64d2bc8b-98de-402a-b82e-4ec4056e2da3,9d8a0438-b6ce-4b90-80ea-81769b2c4700,2025-08-20 16:28:47.057505+00:00
18,50b8d5f9-4018-43ff-a5d1-d3256859013c,9d8a0438-b6ce-4b90-80ea-81769b2c4700,2025-08-20 16:28:51.130133+00:00
19,8c733097-9454-4cbc-ace0-7f217b7672f2,55e93951-135c-4ca6-8089-f324d6aaae2d,2025-08-20 16:29:00.440638+00:00
20,309a70aa-93a1-4641-a8b8-34d0c4929a05,7a44ddbc-ea3a-4a97-8fbc-ac2c45d6c874,2025-08-20 16:29:04.506503+00:00
