,receiver,transmitter,timestamp
0,ff568fb4-af0e-4b28-a554-f343dd27abd1,0aeb0cb5-5657-4a99-ad69-57efd337f536,2025-08-20 14:27:57.303194+00:00
1,d406aebb-3238-410c-b92f-cf8c05c5ee76,789f17e7-9ed5-4272-84e0-7b3a2b899fe1,2025-08-20 14:27:58.990770+00:00
2,10ae8ef3-deac-460c-a2f2-e30cdd4c8288,9656da7b-03dc-4b89-ba0c-19aff709364c,2025-08-20 14:27:59.297900+00:00
3,f8bb7650-7e4a-4abb-8500-8d5531de128b,d56f910e-5b8f-47f2-8d67-c1bf54b1d0e6,2025-08-20 14:28:00.296567+00:00
4,7c69694e-1fe6-4799-bd03-9350211ca83d,0d1faa00-563c-43f1-8626-b0d58e43089f,2025-08-20 14:28:00.986258+00:00
5,5032b7c0-cc6b-4211-ab45-a8b6057cff88,b2233e59-a21f-4d75-96b2-697da778b54e,2025-08-20 14:28:01.984441+00:00
6,0d1faa00-563c-43f1-8626-b0d58e43089f,dd9f9fd9-ee82-420c-994f-b5136884fed5,2025-08-20 14:28:07.366493+00:00
7,0aeb0cb5-5657-4a99-ad69-57efd337f536,dd9f9fd9-ee82-420c-994f-b5136884fed5,2025-08-20 14:28:09.359410+00:00
8,ff568fb4-af0e-4b28-a554-f343dd27abd1,2787f020-35f0-4c9a-8eef-299a025745a7,2025-08-20 14:28:12.363439+00:00
9,ff568fb4-af0e-4b28-a554-f343dd27abd1,7cdf53f5-a448-4e1d-9c6a-b9f97d9e6f3a,2025-08-20 14:28:12.413935+00:00
10,ff568fb4-af0e-4b28-a554-f343dd27abd1,dcb1046a-5de4-4808-aa7d-d18144d96d4b,2025-08-20 14:28:12.460145+00:00
11,8b0878b5-52ae-4944-84f1-db610a744883,b0ea858d-8bb2-45d7-a328-0dc9e0b4d888,2025-08-20 14:28:12.504755+00:00
12,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,2787f020-35f0-4c9a-8eef-299a025745a7,2025-08-20 14:28:13.030488+00:00
13,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,e8d52e39-bfc9-4913-8f73-3f9dcdfb7e74,2025-08-20 14:28:13.079795+00:00
14,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,85b00c81-ea60-478e-9955-3472b76ce5c9,2025-08-20 14:28:13.129550+00:00
15,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,10ae8ef3-deac-460c-a2f2-e30cdd4c8288,2025-08-20 14:28:13.174739+00:00
16,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,1d333640-96f3-452e-b1c2-df923c2ca8a6,2025-08-20 14:28:13.216072+00:00
17,b2233e59-a21f-4d75-96b2-697da778b54e,363a1de4-755d-458f-9277-ff01d716f288,2025-08-20 14:28:13.256789+00:00
18,e8d52e39-bfc9-4913-8f73-3f9dcdfb7e74,2787f020-35f0-4c9a-8eef-299a025745a7,2025-08-20 14:28:13.304139+00:00
19,e8d52e39-bfc9-4913-8f73-3f9dcdfb7e74,1d333640-96f3-452e-b1c2-df923c2ca8a6,2025-08-20 14:28:13.350218+00:00
20,e8d52e39-bfc9-4913-8f73-3f9dcdfb7e74,85b00c81-ea60-478e-9955-3472b76ce5c9,2025-08-20 14:28:13.395800+00:00
21,df021a66-b1f7-432a-9b79-49084c793a5d,2787f020-35f0-4c9a-8eef-299a025745a7,2025-08-20 14:28:16.010269+00:00
22,df021a66-b1f7-432a-9b79-49084c793a5d,eea924ae-da9b-4a7a-be70-8d763cb54a4c,2025-08-20 14:28:16.060166+00:00
23,df021a66-b1f7-432a-9b79-49084c793a5d,1d333640-96f3-452e-b1c2-df923c2ca8a6,2025-08-20 14:28:16.110737+00:00
24,df021a66-b1f7-432a-9b79-49084c793a5d,85b00c81-ea60-478e-9955-3472b76ce5c9,2025-08-20 14:28:16.158410+00:00
25,d406aebb-3238-410c-b92f-cf8c05c5ee76,50861112-8ddb-402c-a215-8511f02d53ec,2025-08-20 14:28:16.207090+00:00
26,2787f020-35f0-4c9a-8eef-299a025745a7,647cdbb5-b633-4f8c-9387-89bd4af67edf,2025-08-20 14:28:18.308346+00:00
27,2787f020-35f0-4c9a-8eef-299a025745a7,b0ea858d-8bb2-45d7-a328-0dc9e0b4d888,2025-08-20 14:28:18.352651+00:00
28,a032d0b2-15a2-482d-8e4f-54a9381482d3,1b73d6e8-db74-479b-a79e-40f464704e3f,2025-08-20 14:28:18.396265+00:00
29,50861112-8ddb-402c-a215-8511f02d53ec,3a259c69-7448-4109-b309-ca86be268dee,2025-08-20 14:28:19.513365+00:00
30,50861112-8ddb-402c-a215-8511f02d53ec,ef264246-8e92-4ff4-acf9-f4ec343db197,2025-08-20 14:28:19.558340+00:00
31,50861112-8ddb-402c-a215-8511f02d53ec,feb56d28-2434-45d9-86eb-4eed82063c6e,2025-08-20 14:28:19.602013+00:00
32,7d4649f0-7272-4c4d-8e61-1609e3d7e835,647cdbb5-b633-4f8c-9387-89bd4af67edf,2025-08-20 14:28:20.340953+00:00
33,7d4649f0-7272-4c4d-8e61-1609e3d7e835,363a1de4-755d-458f-9277-ff01d716f288,2025-08-20 14:28:20.382786+00:00
34,5404c8ad-84ed-4e41-bf97-028035df933c,50861112-8ddb-402c-a215-8511f02d53ec,2025-08-20 14:28:21.344078+00:00
35,5404c8ad-84ed-4e41-bf97-028035df933c,ef264246-8e92-4ff4-acf9-f4ec343db197,2025-08-20 14:28:21.389061+00:00
36,5404c8ad-84ed-4e41-bf97-028035df933c,3a259c69-7448-4109-b309-ca86be268dee,2025-08-20 14:28:21.433836+00:00
37,7cdf53f5-a448-4e1d-9c6a-b9f97d9e6f3a,b0ea858d-8bb2-45d7-a328-0dc9e0b4d888,2025-08-20 14:28:21.482274+00:00
38,a95e7ed2-0845-4bdb-a7fc-62907dc54e77,8c3bb808-510e-43b8-93cf-ad64469feb63,2025-08-20 14:28:23.060764+00:00
39,38ec4f88-691e-4471-b080-50d25755b3d2,1b73d6e8-db74-479b-a79e-40f464704e3f,2025-08-20 14:28:23.104797+00:00
40,dd9f9fd9-ee82-420c-994f-b5136884fed5,0d1faa00-563c-43f1-8626-b0d58e43089f,2025-08-20 14:28:23.999068+00:00
41,7aa39d9c-2ad9-4919-9270-2f8a6c8f772f,b0ea858d-8bb2-45d7-a328-0dc9e0b4d888,2025-08-20 14:28:24.046645+00:00
42,85b00c81-ea60-478e-9955-3472b76ce5c9,e0b53131-76ec-438a-bd09-f3c8b7b2df29,2025-08-20 14:28:25.007724+00:00
43,85b00c81-ea60-478e-9955-3472b76ce5c9,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,2025-08-20 14:28:25.054070+00:00
44,0f5fdfe1-9fc1-4a50-8e68-404bb408ebda,f20bf44e-474a-4a41-b353-f7a0d7ad8a86,2025-08-20 14:28:25.309442+00:00
45,eea924ae-da9b-4a7a-be70-8d763cb54a4c,f20bf44e-474a-4a41-b353-f7a0d7ad8a86,2025-08-20 14:28:25.356426+00:00
46,eea924ae-da9b-4a7a-be70-8d763cb54a4c,e0b53131-76ec-438a-bd09-f3c8b7b2df29,2025-08-20 14:28:25.403778+00:00
47,eea924ae-da9b-4a7a-be70-8d763cb54a4c,eae65f4d-fc59-42c1-8bd5-0f48dbff7639,2025-08-20 14:28:25.452245+00:00
48,eea924ae-da9b-4a7a-be70-8d763cb54a4c,85b00c81-ea60-478e-9955-3472b76ce5c9,2025-08-20 14:28:25.496797+00:00
49,c47cc70c-4dfc-428d-bf2e-5ae65ec45909,d56f910e-5b8f-47f2-8d67-c1bf54b1d0e6,2025-08-20 14:28:25.543479+00:00
50,9656da7b-03dc-4b89-ba0c-19aff709364c,d56f910e-5b8f-47f2-8d67-c1bf54b1d0e6,2025-08-20 14:28:26.045368+00:00
51,647cdbb5-b633-4f8c-9387-89bd4af67edf,2787f020-35f0-4c9a-8eef-299a025745a7,2025-08-20 14:28:26.990138+00:00
52,1d333640-96f3-452e-b1c2-df923c2ca8a6,b0ea858d-8bb2-45d7-a328-0dc9e0b4d888,2025-08-20 14:28:27.985902+00:00
53,1d333640-96f3-452e-b1c2-df923c2ca8a6,0e7c562e-121d-4d57-b06e-fd10afc0f5ee,2025-08-20 14:28:28.028027+00:00
54,72de2755-9f8f-4c2d-91d6-532f6b1d99f8,e8d52e39-bfc9-4913-8f73-3f9dcdfb7e74,2025-08-20 14:28:29.024974+00:00
55,72de2755-9f8f-4c2d-91d6-532f6b1d99f8,da45a1a8-4c80-48be-9759-6f6da094d72a,2025-08-20 14:28:29.071168+00:00
