,receiver,transmitter,timestamp
0,b5ec6d0b-4c1b-4bb4-a71b-69143f9ebfd6,70c2948d-191f-45c7-9ea8-4bab7ded7dc4,2025-08-20 13:45:27.386070+00:00
1,aad0bf4e-a3bf-4a3f-b684-f54c5e67fb89,2c5e4d42-2457-41e6-979a-927c6fd21c2f,2025-08-20 13:45:29.457966+00:00
2,f6d778a1-88c9-458a-b7a2-4afffb8f9240,fae0175f-60a0-4a76-be44-0e39ac132466,2025-08-20 13:45:32.368020+00:00
3,f6d778a1-88c9-458a-b7a2-4afffb8f9240,62243032-9ed2-475f-9b6b-848f88c18c02,2025-08-20 13:45:32.416204+00:00
4,f6d778a1-88c9-458a-b7a2-4afffb8f9240,b5ec6d0b-4c1b-4bb4-a71b-69143f9ebfd6,2025-08-20 13:45:32.465038+00:00
5,54ad721e-c583-4d23-b40e-9594d35c3073,4a7bce67-c40c-4efe-9ed7-243a08a9c171,2025-08-20 13:45:32.515650+00:00
6,54ad721e-c583-4d23-b40e-9594d35c3073,22f23e1e-f3d5-4fe2-8ca3-c7f056841afd,2025-08-20 13:45:32.561138+00:00
7,fae0175f-60a0-4a76-be44-0e39ac132466,4a7bce67-c40c-4efe-9ed7-243a08a9c171,2025-08-20 13:45:34.377843+00:00
8,70c2948d-191f-45c7-9ea8-4bab7ded7dc4,74fd7370-9aae-414d-a90a-92564b4e4707,2025-08-20 13:45:35.389740+00:00
9,70c2948d-191f-45c7-9ea8-4bab7ded7dc4,0c97008e-b3f7-448d-bb89-330e71a1fb94,2025-08-20 13:45:35.440886+00:00
10,70c2948d-191f-45c7-9ea8-4bab7ded7dc4,891c3ddb-45ff-40d4-a15c-c8b15dbd9d41,2025-08-20 13:45:35.490739+00:00
11,4a7bce67-c40c-4efe-9ed7-243a08a9c171,22f23e1e-f3d5-4fe2-8ca3-c7f056841afd,2025-08-20 13:45:36.360845+00:00
12,eb97af6b-2257-4359-a850-a6aaa0395546,4a7bce67-c40c-4efe-9ed7-243a08a9c171,2025-08-20 13:45:37.377215+00:00
13,eb97af6b-2257-4359-a850-a6aaa0395546,54ad721e-c583-4d23-b40e-9594d35c3073,2025-08-20 13:45:37.431422+00:00
14,eb97af6b-2257-4359-a850-a6aaa0395546,22f23e1e-f3d5-4fe2-8ca3-c7f056841afd,2025-08-20 13:45:37.480539+00:00
15,891c3ddb-45ff-40d4-a15c-c8b15dbd9d41,74fd7370-9aae-414d-a90a-92564b4e4707,2025-08-20 13:45:37.531274+00:00
16,891c3ddb-45ff-40d4-a15c-c8b15dbd9d41,0c97008e-b3f7-448d-bb89-330e71a1fb94,2025-08-20 13:45:37.579315+00:00
17,1c2a829c-9ec9-4582-ab2c-5549648adbc5,74fd7370-9aae-414d-a90a-92564b4e4707,2025-08-20 13:45:38.384896+00:00
18,1c2a829c-9ec9-4582-ab2c-5549648adbc5,0c97008e-b3f7-448d-bb89-330e71a1fb94,2025-08-20 13:45:38.436305+00:00
19,1c2a829c-9ec9-4582-ab2c-5549648adbc5,70c2948d-191f-45c7-9ea8-4bab7ded7dc4,2025-08-20 13:45:38.481972+00:00
